,Seqs,True,Preds
0,"['Man', 'a1-3', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc']",0.0,5.268159839033615e-06
1,"['GlcNAc', 'b1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Xyl', 'b1-2', 'Man', 'b1-4', 'GlcNAc']",0.0,4.322516122812203e-09
2,"['GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man']",0.0,7.299962856421871e-10
3,"['Fuc', 'a1-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', 'a1-6', 'Gal']",0.0,7.376615371867956e-07
4,"['Xyl', 'a1-6', 'Glc', 'b1-4', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Fuc', 'a1-2', 'GalOAc']",0.0,0.0015494170365855098
5,"['XylOMe', 'a1-3', 'FucOMe', 'a1-4', 'RhaOMe', 'b1-5', 'ApiOMe-ol', '1-1', '1-1', '1-1', '1-1']",0.0,0.9998167157173157
6,"['Xyl', 'a1-6', 'Glc', 'b1-4', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Fuc', 'a1-2', 'Gal']",0.0,8.119506674120203e-06
7,"['Xyl', 'a1-6', 'Glc', 'b1-4', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Xyl', 'a1-6', 'Glc']",0.0,2.6654297471395694e-05
8,"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc']",0.0,7.113010269677034e-08
9,"['Xyl', 'a1-6', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Fuc', 'a1-2', 'Gal']",0.0,0.0004337152058724314
10,"['GalA', 'a1-4', 'GalA', 'a1-4', 'GalA-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.004473245237022638
